,tweetid,content,polarity
56,802394142739406848,intolerante lactosa,NONE
57,799968613717385216,presionar mas común país mostrar cultura costa rico puro vida poder agregar,P
58,806531534203322368,personar joven deberian partir muchacho super emprendedor llenar sueño mucho forzar familia amigo,N
59,807631904371515392,madre increíble plato singapur jorge mendes representante pasear valencia,N
60,806482599053037568,difícilmente querer seriar ust si empezar yale nudes respetar ver buscar seriar bonito,N
61,808138504651870208,tío día momento pensar hablar verdad sentir conmigo siempre,NEU
62,796545647705026560,alguno estudiar u latino si mucho molestia mandar decímetro pequeño encuestar fa,NONE
63,796128450373386240,acabar topar 선생님 semáforo preciar comenzar hablar coreano profe compasión hablar inglés,NONE
64,797149515799293952,si gustar carro reno vez ver bonito vez ridículo cualquiera caso sacar sonrisa,P
65,797239159777820672,valer mae hoy conoci mae super guapo suave enseñar foto minuto despues enseñar valeria ex jajajaj seguir,NONE
66,797212870337560576,chile ninguno foto etiquetar parecer decir mirar papar salir si saber querer morir solo,N
67,796061074546102272,bong pipa picador boleta vaporizador soplete 5gs wax bolso requisar quitar bueno día,P
68,795162170711506944,bueno gente twitter hoy descansar crush escríbame whatsapp orgulloso ver,NEU
69,809442483759415297,hola mucho bendición ver si ser ayer regalar camisa sele pegar jaja pase genial,P
70,808498067859275776,dios dar dinero menor tarjeta paypal dios mal deber pasar,N
71,809130023571562497,ir peor migraña paso dolor entrar goma postdolor amnesia hacer adolorida,N
72,809900091280596992,nombrar caballero tocar hombro espadar común darles cachetada olvidar juramento,NONE
73,809856263190446080,mae bueno gustar concertar alegrar hacer falto tocar pieza,P
74,798280753637421056,venir casar papá decir abandonar chantajear comer hoy ir playa noche,NEU
75,801506888072495112,fe tec igual masoquista siempre hacer ir lugar,N
76,801240137422295040,orinar cenizo hoy ver niño patinar cascar divirtiéndose plaza cultura lindar,P
77,801535220642172937,hey mandar huevar otto fin sobrino partir emocionar gustar fútbol,N
78,800366970801713153,dejar hacerme spoiler estupida,N
79,800775212946124800,camacho vídeo raro pobrecitas chiquito si mamá malo mae vida pagar,N
80,800819538556317698,ambos mindblowing lástima white collar terminar asir repente esperar segundar par ta suits,P
81,800699291127975936,ario fijar llegar aguar madrugar pobre familia ahí tanto finca seguro cosechar perder,N
82,801865247187410944,terminar año vivo,N
83,801874878223777792,facebook celular poder ir hacer safety check amiguitos país,NONE
84,800860394495492096,hermano mamá hablar personar importante acá hacer tarea cálculo dolor cabeza,N
85,800928932941930496,dalia si ver cómase mocar ano mentira lindo entender,NEU
86,800912563860946944,bla bla bar mejor querer vida bla bla bla siempre,N
87,800923553180897281,meter mente imagen habitante callar aforar frío cobijar poder vivir tranquilo,N
88,800876470017134592,si clima seguir asir cobijar bueno opción mentira vestir,NEU
89,802282752351543296,primero vez uber,NONE
90,802177750656319493,matar renato lópez méxico único ver news,N
91,801612137357516800,freír ahora después cada oración mencionar frase freír asir poder freír,N
92,801676533618409472,valer huracán afectar suponer ser amar tampoco asir mejor saber pasar,NONE
93,801705888486752256,hacer amarillo manzana verde querer morderla luego todo poner feo,NEU
94,801961069275181056,cámara cobaltar tiempo broncearme uno manchar caro solo ganar verme mejor,N
95,802013185775648768,día pendiente otto personalmente sentir partir suceder momento lamentable,N
96,802020454345089024,ojalar mañana ir black friday tocar poquito corazón donar personar perder,P
97,802024658417713152,exacto pasar orto preferir liderazgo alcalde municipalidad institución,N
98,801918569831419904,decir leer nadie decir exagerar huracán escoger bien quién seguir,P
99,802084003331375104,ir mal amor darle pelota compañero enamorar ﻿1 gradar octavar,N
100,802073533052489728,ganar tirarle batería externo segundo descargar celular,NEU
101,802036947971670018,niño tan inteligente decir mañana teléfono mamá ir bien huracán do día verla,NEU
102,802019134255099909,problema mayoría personar confiar huracán tocar tierra saber partir peligroso,N
103,802016475989078016,amanecer ir ser bien feo recontar daño ojalá aumentar número víctima,N
104,811677988219654144,labio super seco alli,N
105,811710407866019840,ser re interesar actualizar decir ver peli hablar pibe dándome entender salir,N
106,811676068159619072,ir dar libre gastar dias vacación,P
107,810836383694782468,matar rajar bueno q ir independizandoy lograr meter,P
108,810335405480542208,bueno disfrutar,P
109,811411348890550273,novio pasar chill menos netflix día casar solo,N
110,811419430320271361,itsnathy ah bueno doler menos dedo pie hee jajaja calmo calmo laura arreglar,P
111,811334510403092481,bueno aprovechar,P
112,811904903241224192,bueno día día día navidad irma lópez cabina hora temueveam,P
113,811962232603103233,liberación vivir mejor,P
114,811732847077756929,querer llorar posición fetal conseguir tamal masa tomeporblondie,N
115,811743598228205568,ir tener empezar ser sociable si ir tocar pasar todo vacación encerrar agradar,N
116,811786365193093120,maes odioso breve,N
117,811807631333539840,igual lindar,P
118,811722899258216448,bueno gustar ninni33cr,P
119,809207932059533312,cr hacer provincia queria solo usar uber cartago queria tamal,NONE
120,809180644148445189,feliz recibir orden patronal ahora adelantar ir ser digital,NEU
121,811032039180877825,tardar ir casar sj regresar total hora salud leer,NONE
122,810963142863949824,asesinar embajador ruso turquía ahora berlín camión arrollar multitud mercar navideño muerto herir,NONE
123,809594800613814272,buscar listar,NONE
124,809632409348083712,dejar novio hablar solo quedar batería creer dormir bueno noche dormir,NONE
125,809397326087356416,extrañar mundo,P
126,808886917525868544,alimentar delantero llevar empanar marcar sembrar fríjol bueno detener,P
127,808991980357296132,koki pesadilla empezar ladraraullar llorar rarísimo casi matar susto,N
128,808478593735069697,llegar cerrar heladería sabor quedar cuchara,NEU
129,808684650633760768,indi decibelio escalar logarítmico bajar db bajar terciar ruido agarrar reglamentar salud bajar db,NONE
130,810561096205697025,necesidad fisiológico básico ser humanar si tenés tú mismo,P
131,812000812348141568,decir mls llevar francisco calvo siempre parecer insoportable,N
132,809118287355408385,acabar caer celular taza aguar ahora sonar horrible,N
133,809117146437533696,perfil privar impedir,NONE
134,808856259243941888,importar si llevar vistete apartar aburrir,N
135,808855425198288897,bueno regalar cargador nuevo lifeproof teléfono,P
136,809141206546518029,gracia necesario jaja,P
137,813176106266361858,game cube gustar ver fácil cortar gustar,P
138,812856735660707840,gracia apartar contaminar ambientar perro preinfarto primitivo bombo,N
139,813058638583656448,único querer gato aparecer querer vivir necesitar escucharlo verlo,N
140,813151594241998848,leer lado novio regalar pasar novio novio bonito deber ser,P
141,813031728759586816,chile terremoto peor año,N
142,813533559118036992,ahora adolescente cool querer ir conmigo cine,N
143,813523080526098432,super triste imaginate familia personar sobrevivir,N
144,813601613080391680,fiebre nuevo mami poder tomar pastilla salir verga hora,N
145,813597641623928832,ayer nunca extrañar amigar rumors casi tradición ir capotar junto,N
146,813588062521454592,extrañar mangel edición dar todavía,P
147,813878564097495040,feliz metiéndole plata carro,P
148,813845621681651712,trailer volcar rotonda fuente disparidad cambiar nunca tiquicia,N
149,813855106269581312,vivir ciclar rarísimo pensar viernes domingo 3 viernes semana,NEU
150,812496259131080704,feliz cumpleaños cr pasar bonito,NONE
151,812535372303437824,celda seguro si solo decir aun,NONE
152,812409805407211520,bebé apagar cel quedar registrar número gonzalez,NONE
153,812204181033455616,cada día dar contar amigo conocer temporada pasar big sky año allá ir ser tan feliz ver,P
154,812181869093679104,gran lacrar llevar audífono iphone dejar samsung turno mañana hacer pelar,N
155,812638402344579073,jajaja risa sarcástico xq gente superar ver alguien cicatriz rostro,N
156,812837803340009472,ahi ir cambiar hábito hacer nuevo estilar vida,P
157,812843967805005824,molina periodista nación ud decir dueño verdad ver ideal,N
158,814151400263454720,cualquiera declarar hoy creer solo ir jugar sentimiento,N
159,814209893242720257,ver imagen resultar sencillo imaginar,NONE
160,814127974593216513,felicidad lau pasar genial,P
161,814213560075227136,comenzar malo noticiar ir tener got año,N
162,810185580432785408,torre ahora ver horrible,N
163,810105754615218176,diego perder próximo partir,NONE
164,813253899402428416,iniciar bien dejar solo tarima claramente costar,N
165,813253080586264576,pues verdad gente decir partidazo marcador influenciar árbitro tácticamente malo,N
166,813418658399657984,aun aparecer buscar techar alrededor designar peor gracia preguntar,N
167,813436683215630336,mensaje triste navidad,N
168,813436195506192384,ah charita irse jueves andar aquí navidad nicotina,N
169,813216843888525312,querer lasaña ayer cocinar rico adoptar ayer,P
170,813282409508651012,hacer vivir fiesta rubí,NONE
171,813270032591572992,saludar crush segundar semestre casi acabar año dejar ser crush dar pelota,N
172,813280351061680128,puto ps4 pro quedo pillar congelar pensar solo vario amigo mismo,N
173,813294548407504896,tan malo dejar librar medio empezar llamar atención,NEU
174,812335039744708608,gustar modo nocturno twitter pasar entrar cada rato escribir ahorita,P
175,812318022723629056,alajuela feo calentar,N
176,812391559052333056,ser cada quién hacer dar puto ganar mujer deber dejarlas pintarse cejar,N
177,812370153673465856,escándalo junto foto,NONE
178,812757400872697856,durar todo vida ver luna mamá bueno mamá,P
179,812778110508822528,venir dar contar gordo navideño siempre regalar santo despistar marchar regalo pagar gracia,P
180,812706599609520128,solo villancico gustar,P
181,812719530749399040,ocupar rueda nuevo patinar,NONE
182,811304200596574208,exacto deber hacer último diciembre gente vacación,N
183,811201688069672960,cierto trabajar alcoholismo opción,NEU
184,814569270013292545,ugh sii peor,N
185,814586271372820481,preguntar si salir trabajar aquel montaña trabajar bendecir diciembre,NONE
186,815254626756952064,lindar pertenecer listo,P
187,815215117906415616,sc jurar ir si noche viejo salir comprar hoy hacer cenar gracia santi,NEU
188,815054296966451200,hacer listo recuerdo mente conclusión año ser gran año dios ser buenísimo conmigo,P
189,814519975457259521,ver dresscode brete molesto sólo querer poder teñirme pelar morar,NEU
190,814810244299845632,mensa suponer tocar caro maría tarifar dinámico,N
191,814265797560377344,ahora andar divagar canal decir contar eliminar video favorito vivir,N
192,814280007241633793,nadie echar bromar día inocente,NONE
193,814625424953245697,necesitar abrazar marce momento cercano,N
194,814686198614593536,amigo decir ir quedar solo ser tan cortante peor sentir cortante,N
195,814711564150444032,centímetro poder ingerir bebida alcohólico marihuana tabaco acompañar,NONE
196,814642397724504064,javier seriar gustar encantar,NEU
197,814664927566790656,hahahaha enojar solo jugar aunque cierto,NONE
198,815757000395096064,pasar dar minuto datar falso siempre minuto,NONE
199,815975237284200448,amar lunes libre,P
200,815965415969013760,divertir gaby control haberme pasar seriar cada vez llegar mensaje dar miedo verlo,N
201,816079943423709185,tamaño tractor atrever usurpar espaciar personal bus detener parecer sardina,N
202,816092941626261504,siempre existir tipo mujer entender deber andar regalar mae novio ocupar,N
203,814533970398420992,despierto mediar dia abuelo,N
204,814506704083812352,conocedor gracia mañana celebrar ver aun ahorita avisar,P
205,814505124265684993,woo messenger mejor zumbido mejor inventar vida extrañar,P
206,814553685778894849,feliz,NONE
207,814244678853947392,escuchar disco encantar talento joven,P
208,814595657470275588,ay vestir nuevo temporada bueno sugerencia,P
209,814352759558438912,vez tan sincero quedar si grosero,N
210,814311352235921408,hacer transmisión asir do año anterior aunque ratico fi,NONE
211,814262160696152065,mejor vida ver skin,P
212,814328197823270916,igual tú pase bonito,P
213,814334163956461568,triste caer señal tigo ver online pc nuevo músico,N
214,815380677130452993,esperar pasar bien bueno,P
215,815402868828241920,bueno año nuevo transmitir bueno vibrar feliz año,P
216,815401368097792000,querer hacer brindis menos personar hipócrita,N
217,815289714886475776,centímetro ir invitar nadie gente ir meter solo conversación,NONE
218,815298061341753344,decir ganar año bonito crecimiento lograr coser bueno,P
219,815333038930411522,loar pedir favor decir dar chance hacer mal colocar ir ver quién re culpar ir hacer,N
220,815330846207053825,chiquito juguete nuevo,P
221,814867071792189440,mucho gracia igual tú mandar mega homo abrazar,P
222,814893851739615232,pan integral prosanafoods riquísimo disponible hoy información,P
223,814985163528609796,cr mandar traer xl ebay quedo enorme panzón jaja,NEU
224,814718222796812288,salud formar costar mil clase si sport center dar,NONE
225,814635251737755648,casar bien derecho equivocarme si tweet ambiguo hahahaha saludo,NEU
226,814877758115512320,disparamaniguisdispara programar excelente sui genesis siempre maniquí dar valor agregar,P
227,815580205976879104,listar empezar meter año,P
228,815579541188055041,﻿1 objetivar año aplicar ley atracción 1 enero,NONE
229,815579272379252736,año prometer llenar coser bueno esperar ansia cumplir mucho meter vencer miedo conocer personar,P
230,815599554120843264,aww niño llorón favorito,NEU
231,815608025906106368,empezar manera anti posible tomar alcohol feo,N
232,815626648443830273,bueno desayunar fin comer decente ejercicio dar,P
233,815651119284293633,desear gente bueno cansar ser bueno difícil gente hacer mal cambiar,NEU
234,815425441699872768,palabra preferir gratitud funcionar mejor agradecer,P
235,815444684789207040,jajaja 7 día descansar mal mae sentir,N
236,815017833776156672,casi despachar vida mediar roblar grabar audio torpe sentir,N
237,815432284815978496,hacer poquito dar uva pm sólo quedar,NONE
238,815465805387272192,aun ebrio empezar mal año,N
239,813739636161998849,año comer tamal jajaja,NONE
240,813813653841604609,valer madre todo gente famoso morir excepto keith emerson bowie carrie,N
241,813642485960478720,stargazer ah mae mierda bueno pasar cercano posible bueno dentro,NEU
242,813626979157180416,año usar premiere pro tan malo editar ahora olvidar,N
243,817786900249509893,whoo extrañar montón hippyhop club vertigo,P
244,817837962809446401,triste sigasestoy sad,N
245,817825351875395586,sentir ir hacer difícil acostumbrarme vida responsabilidad,N
246,817900677657755648,coser asir seguro tomar bueno decisión,P
247,817885730873675776,siempre intentar ver nuevo seriar nf terminar ver stranger things,NONE
248,817891301463126016,triste conocer trap artista trap genuino,N
249,817897886201643008,tocar cofre épico legendario grs si responder,N
250,816852552184631297,trabajo cursar bonito q hacer,P
251,817081915366838272,herrero único poder rescatar top coldplaypero cincar,N
252,817066773077983232,yass jaja legal asir pedir abdomen perfecto,N
253,816210555119800320,ignorar peroo bueno,N
254,816273964158881793,feliz martes pásenla bonito sonreír,P
255,816281093158694912,genial tenés ir merecer listo lugar conocer año,P
256,816502047000424448,mc oppa ahora jugar fútbol jajaja diay formar saberlo coordinar,NEU
257,816357552602697729,decir menor año,NONE
258,816123270932135937,si feo feo foque madre,N
259,816465959426916360,último día vacación rápido,N
260,816399444862267392,bueno check pendiente izetta finalizar milímetro creer dejar molestia final acelerar,NEU
261,816395981373718528,rico gracioso,NEU
262,816388550975516673,asir quedar delicioso lasagna prosanafoods bologna lasagne ragùbolognese ragùallabolognese …,P
263,816393094417551361,soler pasar si medio quitar soñar raro,NONE
264,816158587873542144,cr genial seriar ir ir día,P
265,817229375800307712,satisfacción dar ver email cargar trabajito,P
266,817219819128770561,chulo tener gopro casar salir asir,NEU
267,817204189667401728,dani próximo chingar jaja mae extrañar,NEU
268,817256231563710467,tod disfrutar montón decir hacerle examen oral personar,NEU
269,817243576279109632,estudiar licenciatura danzar moderno habilidad manual fuego elementar natural tragafuegos jajaja si,NONE
270,817151700335267841,bueno gato regresar malo creer vecino poder dejar,NEU
271,818140722339713026,ojalá aun entender bien motivo assange destrucción total,N
272,818115483442544640,regalar pasar general caña,NONE
273,818119101361098752,tampoco cursi,P
274,818118063077883904,peludo pichoncito antiguo,P
275,817795138525270016,dígalo bonito regañar,NEU
276,817850221782769668,menos poder traernos postal santiago,NONE
277,818091559191281665,si cierto querer llegar bien recibir ir celebrar cumplir familia,P
278,818124759233949696,semana ser vegetariano pequeño gran lograr,P
279,817820097523945473,primero vez creer llegar después ir tener esperar hacer feliz,P
280,816802728739536901,camara unico permitir cambiar,NONE
281,816802684376322048,jajajajajja cagar si listar,N
282,816874287013462016,quedémonos ver siempre bueno salud enfermedad poder llevar rápido hoy llevar alguien,N
283,816818321907744768,argo ir preguntar mismo,NONE
284,816868854047666177,favs ir ir triste asir,N
285,816727041513058306,realidad enero acá hacer bueno sol,P
286,816775955746275328,poner vacuno decir mami metano doler muchísimo brazo exagerar,N
287,816924746713534465,uno enorme anotar conocerte,P
288,816101821953544192,nariz helar jajaja perrito,NONE
289,816174084899872768,culpar chino audífono,N
290,816205753002393600,gracia triste ver,N
291,818464122845143041,entrenador personal solo súper chivo,P
292,818569761420443648,entender pizzería costa sol servir fresco ca tan feo,N
293,818568952188203010,pleno servicio sólo poder utilizar windows,N
294,818461166766870528,ahh menos si decia alicia emilia mandar dar perder porel cursar relajese ir quedar,P
295,818527014890180608,complementar paso momento increíble personar dar contar necesario contar,P
296,818593615295447040,volver varar lleno cenizo residencial don eloy,NONE
297,818498545170923522,tú tampoco dar fav tenes contentar,N
298,818262631119290370,querer entrar tanto clase pobre,N
299,818287820469075970,poner ropa deportivo usar nadar sentir gente pubertad hacer boom primero vez,P
300,818308993345056775,admirar demasiar mujer subir foto vestir bañar asir complejo permitir,P
301,818325980683108352,mañana ir ir montar solo,NONE
302,818327602930847744,ojalá viento llevar malo suerte ligar eh ok merecer unfollows,N
303,818323163041976320,desear aurin sucio mojar dormir conmigo,N
304,818013182891622401,querer elevar barrer seguir preparandomewaoo extraordinario mundo cafe loveyou️️,P
305,818036085095878656,tan largar tan cercar tanto similitud sólo esperar dios querer,NONE
306,815930347473014784,rock rico provecho día,P
307,815945994126979072,nuevo retar enorme especialmente vivir cr nomoredrinks vamo ver,P
308,815934657132892160,amar librar hoy,P
309,815792016584036354,esperar encontrar alguien año muchacho hey hola mae necio,NONE
310,815854866719510528,partir pedir grito fluoxetina nuevo saber mierda poder ser,N
311,815805800614596608,llegar apartar desmayar hambre,N
312,815713308678488064,feliz año bendición nuevo año,P
313,814451722261331968,depender ruta asir presupuestar pasame info please,NONE
314,817590586328940545,gracia si mas feo pasar,P
315,817563885024776193,querer subir preciar nuevo playa,N
316,817578798745001985,25 jaja joder si impresionante rapido ir varar vera,NEU
317,817622127755005953,dormir despertar mensajeahora poder dormir,N
318,817600233832153088,nicole page brooks from atlanta georgia icónico todo serving fish,P
319,816582335407816704,posible hoy último noche koki terriblemente enfermar viejito poder dormir,N
320,816537145351503872,francotirador espartano murio ley,NONE
321,817006360571314176,ayer sandoval revisar lechuga felicitar hoy sentir mejor agricultura mundo,P
322,816371149810581504,completamente innecesario jajaja tan lindo intimidar,NEU
323,816287041126277120,bueno día yeimytemueve partir momento escribir corazón cada día mejor año,P
324,816317032488648705,querer broncearme nalga patio casar santo ramón amanecer súper nublar,N
325,816316504442540033,si encontrar avisar morir nadar horario deportivo servir,NEU
326,816298996717223936,cr ah querer mencionar soportar solo líneo teléfono whatsapp,NONE
327,816298611218771968,cr molestar llamar preguntarme si satisfacer servicio si poder hacer,NONE
328,816475504802988032,gente desubicado vecino arreglar techar hora noche además preguntar contestar techar,N
329,816664775048437760,hoy listo bueno día berta comprador regalo,N
330,816684815093211136,mae tan idiota tomar jarabe mucho tos ahora si borracho poder estudiar,N
331,816679572477460480,acabar osar tigre demás bueno mientras durar,P
332,816703989093957632,grande promesa,NONE
333,816693073287778305,jaja pasar tiempo ir ver feo,NEU
334,816709127942635524,sii entrar clase tierno,NONE
335,816707956465090560,cenizo harto arder ojo,N
336,816718553961349120,intentar hacer estómago pequeño durar,N
337,817471218395791360,pasear raptor 700 special edition belleza lástima,P
338,817482745152675841,regalar bombita escopeta cada american defender lindar,NONE
339,817486639681466371,mejor recordar junto bntresponde,NEU
340,817515240015413248,hoy recibir bueno noticiar llevar saltar emoción minuto,P
341,817435861461692418,necesitar piedra helar único conseguir vulpix alola sacarla resort,NEU
342,817479809328619522,querer meter piscina ahí sentir cenizo arder ojo,NEU
343,817533814239068160,último fin semana vacación,NONE
344,817533579873882112,pedir canción instar cantar pedacito historia ukulele ig oscarguadamuz,NONE
345,817468505528401920,pagar nación financiero junto poquitín menos 600,NONE
346,817467447963947009,compañero intercambiar siempre acordar cumplir bueno noto,P
347,817464156756574208,volver dejar solo,N
348,817382673849192448,poder esperar hablar amigo todo vida si primero conversación,NEU
349,817399047426310145,zampaguabas ganar recurso hacer justar demostrar colega usar resumen acomodar,NEU
350,817398630436978689,queso favorito uberempanadas jaja provecho guapo,P
351,818646530227924992,medio tejer jugar,NONE
352,818665915143299075,éxito satisfactorio lograr transmitir,P
353,818666967582261248,objetivar seguir aprender decir nunca aprender ahí esperar seguir asombrándome,P
354,818666574911602688,gracia ojalá cierto pucha verdad responsabilidad invertir,NEU
355,819026306184650753,bueno freír poder comer siempre echarle culpar mismo,NONE
356,819023263485558785,cool mundo dejar gris,N
357,819009329374367744,poder ver poder darme lujo tanto tristeza mes día debut internacional,N
358,818991850719682565,solo cuestión ponerle bastante dios ayudar bastante love u toar ir extrañar,P
359,818763522477871104,mejorar profes decir obligación abogar hablar sencillo,NEU
360,818880384855343104,vivir necedad alguno día encontrármelo callar,N
361,818888126458380288,hora medio librar heredia,P
362,818966898507415552,massimo torturar américa méxico aquí acostar cama sufrir querer conocerlo,N
363,818838563768832002,gracia susana ojalá asir futuro verdad ahorita preferir preocupar pasarme sobreconfiado,P
364,819220479626059776,felizmiercoles hoy pasar pasar ir ser bueno día,P
365,819213849224167425,hoy librar jaja viernes poder,NEU
366,819212252675010560,ver ver súper lindar,P
367,818867976011128833,gracia chocolatina kiss gran abrazar felizaño2017 mucho bendición,P
368,818852374261465088,hey sii queres paso dato decímetro,P
369,818892873190010881,resultar dr año super guapo educar amable vivir cartago siempre vivir largar,NEU
370,818894490144571392,quedo semana medio vacación aun hacer productivo,N
371,819063995126648832,profe tcu odioso mae afiche dar hora decir apuntar durar decir durar hora,N
372,819155840997490688,bonito gente educar gran abrazar tú,P
373,819155501380407297,do tú gran abrazar homosexual,P
374,819243725620649984,jajaja perdón seriar bueno,P
375,819230709789421570,omg rico querer querer fijar peor alumno querer,P
376,819237267181080576,bueno idiota gran abrazar,P
377,819236936929910784,lindo gente educar gran abrazar homosexual,P
378,819228768892059649,igual tú lindar día fuerte abrazar,P
379,819228623215489024,lindo gente educar gran abrazar,P
380,819335305648017408,sentir mal encontrarle especial luna solo ver mismo punto blanco siempre,N
381,819401045143093249,lindar meter casar día,N
382,819403665635246082,seguro entender bien tramar véala nuevo todo lindo,P
383,819382362412826625,q poder hacer darse golpecito uña dedo,NEU
384,819405109348204544,felicidad esperanzar ser tío mas cercano hijo primo,P
385,819406610636357632,monge sot rojo,NONE
386,819337926026862593,antojar empanar colombiano,NEU
387,819383109334552576,nah llenar tanto arrancar pellejo aprender rascarme verdad pasar,P
388,819366776052060161,oh creés sos bueno drama tampoco tan bonito,N
389,819390895174930432,seriar aprender gracia sitiar amigo recomendar ahora ver videos,NONE
